# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Russia,comm cooling,electricity,electricity,2040,elect_td_bld,3.0446324,Russia
South Africa,comm cooling,electricity,electricity,2040,elect_td_bld,2.8274016,South Africa
South America_Northern,comm cooling,electricity,electricity,2040,elect_td_bld,3.1118147,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2040,elect_td_bld,3.1118147,South America_Southern
South Asia,comm cooling,electricity,electricity,2040,elect_td_bld,3.0649259,South Asia
South Korea,comm cooling,electricity,electricity,2040,elect_td_bld,3.3192533,South Korea
Southeast Asia,comm cooling,electricity,electricity,2040,elect_td_bld,3.0649259,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2040,elect_td_bld,3.0649259,Taiwan
Argentina,comm cooling,electricity,electricity,2040,elect_td_bld,3.1118147,Argentina
Colombia,comm cooling,electricity,electricity,2040,elect_td_bld,3.1118147,Colombia
Uruguay,comm cooling,electricity,electricity,2040,elect_td_bld,3.1118147,Uruguay
USA,comm cooling,electricity,electricity,2045,elect_td_bld,3.5733189,USA
Africa_Eastern,comm cooling,electricity,electricity,2045,elect_td_bld,2.9538314,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2045,elect_td_bld,2.9538314,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2045,elect_td_bld,2.9538314,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2045,elect_td_bld,2.9538314,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2045,elect_td_bld,3.4904049,Australia_NZ
Brazil,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Brazil
Canada,comm cooling,electricity,electricity,2045,elect_td_bld,3.504887,Canada
Central America and Caribbean,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Central America and Caribbean
Central Asia,comm cooling,electricity,electricity,2045,elect_td_bld,3.1747636,Central Asia
China,comm cooling,electricity,electricity,2045,elect_td_bld,3.2746979,China
EU-12,comm cooling,electricity,electricity,2045,elect_td_bld,3.309386,EU-12
EU-15,comm cooling,electricity,electricity,2045,elect_td_bld,3.4620484,EU-15
Europe_Eastern,comm cooling,electricity,electricity,2045,elect_td_bld,3.1747636,Europe_Eastern
Europe_Non_EU,comm cooling,electricity,electricity,2045,elect_td_bld,3.309386,Europe_Non_EU
European Free Trade Association,comm cooling,electricity,electricity,2045,elect_td_bld,3.4620484,European Free Trade Association
India,comm cooling,electricity,electricity,2045,elect_td_bld,3.0961882,India
Indonesia,comm cooling,electricity,electricity,2045,elect_td_bld,3.1989866,Indonesia
Japan,comm cooling,electricity,electricity,2045,elect_td_bld,3.5774407,Japan
Mexico,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Mexico
Middle East,comm cooling,electricity,electricity,2045,elect_td_bld,3.2376235,Middle East
Pakistan,comm cooling,electricity,electricity,2045,elect_td_bld,3.1989866,Pakistan
Russia,comm cooling,electricity,electricity,2045,elect_td_bld,3.1747636,Russia
South Africa,comm cooling,electricity,electricity,2045,elect_td_bld,2.9538314,South Africa
South America_Northern,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,South America_Southern
South Asia,comm cooling,electricity,electricity,2045,elect_td_bld,3.1989866,South Asia
South Korea,comm cooling,electricity,electricity,2045,elect_td_bld,3.433455,South Korea
Southeast Asia,comm cooling,electricity,electricity,2045,elect_td_bld,3.1989866,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2045,elect_td_bld,3.1989866,Taiwan
Argentina,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Argentina
Colombia,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Colombia
Uruguay,comm cooling,electricity,electricity,2045,elect_td_bld,3.2320237,Uruguay
USA,comm cooling,electricity,electricity,2050,elect_td_bld,3.6818126,USA
Africa_Eastern,comm cooling,electricity,electricity,2050,elect_td_bld,3.0853322,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2050,elect_td_bld,3.0853322,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2050,elect_td_bld,3.0853322,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2050,elect_td_bld,3.0853322,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2050,elect_td_bld,3.6019399,Australia_NZ
Brazil,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Brazil
Canada,comm cooling,electricity,electricity,2050,elect_td_bld,3.6163069,Canada
Central America and Caribbean,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Central America and Caribbean
Central Asia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3099902,Central Asia
China,comm cooling,electricity,electricity,2050,elect_td_bld,3.4148603,China
EU-12,comm cooling,electricity,electricity,2050,elect_td_bld,3.4429124,EU-12
EU-15,comm cooling,electricity,electricity,2050,elect_td_bld,3.5738145,EU-15
Europe_Eastern,comm cooling,electricity,electricity,2050,elect_td_bld,3.3099902,Europe_Eastern
Europe_Non_EU,comm cooling,electricity,electricity,2050,elect_td_bld,3.4429124,Europe_Non_EU
European Free Trade Association,comm cooling,electricity,electricity,2050,elect_td_bld,3.5738145,European Free Trade Association
India,comm cooling,electricity,electricity,2050,elect_td_bld,3.2445447,India
Indonesia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3383627,Indonesia
Japan,comm cooling,electricity,electricity,2050,elect_td_bld,3.6857837,Japan
Mexico,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Mexico
Middle East,comm cooling,electricity,electricity,2050,elect_td_bld,3.3607989,Middle East
Pakistan,comm cooling,electricity,electricity,2050,elect_td_bld,3.3383627,Pakistan
Russia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3099902,Russia
South Africa,comm cooling,electricity,electricity,2050,elect_td_bld,3.0853322,South Africa
South America_Northern,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,South America_Southern
South Asia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3383627,South Asia
South Korea,comm cooling,electricity,electricity,2050,elect_td_bld,3.5515316,South Korea
Southeast Asia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3383627,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2050,elect_td_bld,3.3383627,Taiwan
Argentina,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Argentina
Colombia,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Colombia
Uruguay,comm cooling,electricity,electricity,2050,elect_td_bld,3.3566637,Uruguay
USA,comm cooling,electricity,electricity,2055,elect_td_bld,3.7936004,USA
Africa_Eastern,comm cooling,electricity,electricity,2055,elect_td_bld,3.2273123,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2055,elect_td_bld,3.2273123,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2055,elect_td_bld,3.2273123,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2055,elect_td_bld,3.2273123,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2055,elect_td_bld,3.7167131,Australia_NZ
Brazil,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Brazil
Canada,comm cooling,electricity,electricity,2055,elect_td_bld,3.7310472,Canada
Central America and Caribbean,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Central America and Caribbean
Central Asia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4453945,Central Asia
China,comm cooling,electricity,electricity,2055,elect_td_bld,3.5486112,China
EU-12,comm cooling,electricity,electricity,2055,elect_td_bld,3.5741693,EU-12
EU-15,comm cooling,electricity,electricity,2055,elect_td_bld,3.6897138,EU-15
Europe_Eastern,comm cooling,electricity,electricity,2055,elect_td_bld,3.4453945,Europe_Eastern
Europe_Non_EU,comm cooling,electricity,electricity,2055,elect_td_bld,3.5741693,Europe_Non_EU
European Free Trade Association,comm cooling,electricity,electricity,2055,elect_td_bld,3.6897138,European Free Trade Association
India,comm cooling,electricity,electricity,2055,elect_td_bld,3.3888435,India
Indonesia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4773867,Indonesia
Japan,comm cooling,electricity,electricity,2055,elect_td_bld,3.7981455,Japan
Mexico,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Mexico
Middle East,comm cooling,electricity,electricity,2055,elect_td_bld,3.4862815,Middle East
Pakistan,comm cooling,electricity,electricity,2055,elect_td_bld,3.4773867,Pakistan
Russia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4453945,Russia
South Africa,comm cooling,electricity,electricity,2055,elect_td_bld,3.2273123,South Africa
South America_Northern,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,South America_Southern
South Asia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4773867,South Asia
South Korea,comm cooling,electricity,electricity,2055,elect_td_bld,3.6717827,South Korea
Southeast Asia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4773867,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2055,elect_td_bld,3.4773867,Taiwan
Argentina,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Argentina
Colombia,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Colombia
Uruguay,comm cooling,electricity,electricity,2055,elect_td_bld,3.4868144,Uruguay
USA,comm cooling,electricity,electricity,2060,elect_td_bld,3.9087824,USA
Africa_Eastern,comm cooling,electricity,electricity,2060,elect_td_bld,3.3750699,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2060,elect_td_bld,3.3750699,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2060,elect_td_bld,3.3750699,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2060,elect_td_bld,3.3750699,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2060,elect_td_bld,3.8351353,Australia_NZ
Brazil,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Brazil
Canada,comm cooling,electricity,electricity,2060,elect_td_bld,3.8494214,Canada
Central America and Caribbean,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Central America and Caribbean
Central Asia,comm cooling,electricity,electricity,2060,elect_td_bld,3.5859697,Central Asia
China,comm cooling,electricity,electricity,2060,elect_td_bld,3.6873359,China
EU-12,comm cooling,electricity,electricity,2060,elect_td_bld,3.7102229,EU-12
EU-15,comm cooling,electricity,electricity,2060,elect_td_bld,3.8093564,EU-15
Europe_Eastern,comm cooling,electricity,electricity,2060,elect_td_bld,3.5859697,Europe_Eastern
Europe_Non_EU,comm cooling,electricity,electricity,2060,elect_td_bld,3.7102229,Europe_Non_EU
European Free Trade Association,comm cooling,electricity,electricity,2060,elect_td_bld,3.8093564,European Free Trade Association
India,comm cooling,electricity,electricity,2060,elect_td_bld,3.5389138,India
Indonesia,comm cooling,electricity,electricity,2060,elect_td_bld,3.6217754,Indonesia
Japan,comm cooling,electricity,electricity,2060,elect_td_bld,3.9139326,Japan
Mexico,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Mexico
Middle East,comm cooling,electricity,electricity,2060,elect_td_bld,3.6162858,Middle East
Pakistan,comm cooling,electricity,electricity,2060,elect_td_bld,3.6217754,Pakistan
Russia,comm cooling,electricity,electricity,2060,elect_td_bld,3.5859697,Russia
South Africa,comm cooling,electricity,electricity,2060,elect_td_bld,3.3750699,South Africa
South America_Northern,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,South America_Southern
South Asia,comm cooling,electricity,electricity,2060,elect_td_bld,3.6217754,South Asia
South Korea,comm cooling,electricity,electricity,2060,elect_td_bld,3.796062,South Korea
Southeast Asia,comm cooling,electricity,electricity,2060,elect_td_bld,3.6217754,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2060,elect_td_bld,3.6217754,Taiwan
Argentina,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Argentina
Colombia,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Colombia
Uruguay,comm cooling,electricity,electricity,2060,elect_td_bld,3.621774,Uruguay
USA,comm cooling,electricity,electricity,2065,elect_td_bld,4.0274615,USA
Africa_Eastern,comm cooling,electricity,electricity,2065,elect_td_bld,3.5288247,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2065,elect_td_bld,3.5288247,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2065,elect_td_bld,3.5288247,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2065,elect_td_bld,3.5288247,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2065,elect_td_bld,3.9573224,Australia_NZ
Brazil,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Brazil
Canada,comm cooling,electricity,electricity,2065,elect_td_bld,3.9715443,Canada
Central America and Caribbean,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Central America and Caribbean
Central Asia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7319051,Central Asia
China,comm cooling,electricity,electricity,2065,elect_td_bld,3.8312133,China
EU-12,comm cooling,electricity,electricity,2065,elect_td_bld,3.8512433,EU-12
EU-15,comm cooling,electricity,electricity,2065,elect_td_bld,3.9328629,EU-15
Europe_Eastern,comm cooling,electricity,electricity,2065,elect_td_bld,3.7319051,Europe_Eastern
Europe_Non_EU,comm cooling,electricity,electricity,2065,elect_td_bld,3.8512433,Europe_Non_EU
European Free Trade Association,comm cooling,electricity,electricity,2065,elect_td_bld,3.9328629,European Free Trade Association
India,comm cooling,electricity,electricity,2065,elect_td_bld,3.6949729,India
Indonesia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7717263,Indonesia
Japan,comm cooling,electricity,electricity,2065,elect_td_bld,4.0332494,Japan
Mexico,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Mexico
Middle East,comm cooling,electricity,electricity,2065,elect_td_bld,3.7509707,Middle East
Pakistan,comm cooling,electricity,electricity,2065,elect_td_bld,3.7717263,Pakistan
Russia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7319051,Russia
South Africa,comm cooling,electricity,electricity,2065,elect_td_bld,3.5288247,South Africa
South America_Northern,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,South America_Northern
South America_Southern,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,South America_Southern
South Asia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7717263,South Asia
South Korea,comm cooling,electricity,electricity,2065,elect_td_bld,3.9245032,South Korea
Southeast Asia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7717263,Southeast Asia
Taiwan,comm cooling,electricity,electricity,2065,elect_td_bld,3.7717263,Taiwan
Argentina,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Argentina
Colombia,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Colombia
Uruguay,comm cooling,electricity,electricity,2065,elect_td_bld,3.7617145,Uruguay
USA,comm cooling,electricity,electricity,2070,elect_td_bld,4.1497439,USA
Africa_Eastern,comm cooling,electricity,electricity,2070,elect_td_bld,3.6871842,Africa_Eastern
Africa_Northern,comm cooling,electricity,electricity,2070,elect_td_bld,3.6871842,Africa_Northern
Africa_Southern,comm cooling,electricity,electricity,2070,elect_td_bld,3.6871842,Africa_Southern
Africa_Western,comm cooling,electricity,electricity,2070,elect_td_bld,3.6871842,Africa_Western
Australia_NZ,comm cooling,electricity,electricity,2070,elect_td_bld,4.0821629,Australia_NZ
Brazil,comm cooling,electricity,electricity,2070,elect_td_bld,3.906847,Brazil
Canada,comm cooling,electricity,electricity,2070,elect_td_bld,4.0966073,Canada
