# Efficiencies taken from L144.end_use_eff
region,supplysector,subsector,stub.technology,year,minicam.energy.input,efficiency,market.name
Central Asia,resid cooling,electricity,electricity,2025,elect_td_bld,2.5760753,Central Asia
China,resid cooling,electricity,electricity,2025,elect_td_bld,2.6318144,China
EU-12,resid cooling,electricity,electricity,2025,elect_td_bld,2.7163895,EU-12
EU-15,resid cooling,electricity,electricity,2025,elect_td_bld,2.9344921,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2025,elect_td_bld,2.5760753,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2025,elect_td_bld,2.7163895,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2025,elect_td_bld,2.9344921,European Free Trade Association
India,resid cooling,electricity,electricity,2025,elect_td_bld,2.445049,India
Indonesia,resid cooling,electricity,electricity,2025,elect_td_bld,2.576473,Indonesia
Japan,resid cooling,electricity,electricity,2025,elect_td_bld,3.0576431,Japan
Mexico,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,Mexico
Middle East,resid cooling,electricity,electricity,2025,elect_td_bld,2.6796133,Middle East
Pakistan,resid cooling,electricity,electricity,2025,elect_td_bld,2.576473,Pakistan
Russia,resid cooling,electricity,electricity,2025,elect_td_bld,2.5760753,Russia
South Africa,resid cooling,electricity,electricity,2025,elect_td_bld,2.3900958,South Africa
South America_Northern,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,South America_Southern
South Asia,resid cooling,electricity,electricity,2025,elect_td_bld,2.576473,South Asia
South Korea,resid cooling,electricity,electricity,2025,elect_td_bld,2.8881644,South Korea
Southeast Asia,resid cooling,electricity,electricity,2025,elect_td_bld,2.576473,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2025,elect_td_bld,2.576473,Taiwan
Argentina,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,Argentina
Colombia,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,Colombia
Uruguay,resid cooling,electricity,electricity,2025,elect_td_bld,2.6734152,Uruguay
USA,resid cooling,electricity,electricity,2030,elect_td_bld,3.1469886,USA
Africa_Eastern,resid cooling,electricity,electricity,2030,elect_td_bld,2.4962962,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2030,elect_td_bld,2.4962962,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2030,elect_td_bld,2.4962962,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2030,elect_td_bld,2.4962962,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2030,elect_td_bld,3.0591592,Australia_NZ
Brazil,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Brazil
Canada,resid cooling,electricity,electricity,2030,elect_td_bld,3.0742854,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2030,elect_td_bld,2.6919447,Central Asia
China,resid cooling,electricity,electricity,2030,elect_td_bld,2.7630408,China
EU-12,resid cooling,electricity,electricity,2030,elect_td_bld,2.8284592,EU-12
EU-15,resid cooling,electricity,electricity,2030,elect_td_bld,3.030607,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2030,elect_td_bld,2.6919447,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2030,elect_td_bld,2.8284592,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2030,elect_td_bld,3.030607,European Free Trade Association
India,resid cooling,electricity,electricity,2030,elect_td_bld,2.5765804,India
Indonesia,resid cooling,electricity,electricity,2030,elect_td_bld,2.6998981,Indonesia
Japan,resid cooling,electricity,electricity,2030,elect_td_bld,3.1507849,Japan
Mexico,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Mexico
Middle East,resid cooling,electricity,electricity,2030,elect_td_bld,2.7848976,Middle East
Pakistan,resid cooling,electricity,electricity,2030,elect_td_bld,2.6998981,Pakistan
Russia,resid cooling,electricity,electricity,2030,elect_td_bld,2.6919447,Russia
South Africa,resid cooling,electricity,electricity,2030,elect_td_bld,2.4962962,South Africa
South America_Northern,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,South America_Southern
South Asia,resid cooling,electricity,electricity,2030,elect_td_bld,2.6998981,South Asia
South Korea,resid cooling,electricity,electricity,2030,elect_td_bld,2.988013,South Korea
Southeast Asia,resid cooling,electricity,electricity,2030,elect_td_bld,2.6998981,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2030,elect_td_bld,2.6998981,Taiwan
Argentina,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Argentina
Colombia,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Colombia
Uruguay,resid cooling,electricity,electricity,2030,elect_td_bld,2.7778414,Uruguay
USA,resid cooling,electricity,electricity,2035,elect_td_bld,3.242538,USA
Africa_Eastern,resid cooling,electricity,electricity,2035,elect_td_bld,2.6067423,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2035,elect_td_bld,2.6067423,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2035,elect_td_bld,2.6067423,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2035,elect_td_bld,2.6067423,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2035,elect_td_bld,3.1575082,Australia_NZ
Brazil,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Brazil
Canada,resid cooling,electricity,electricity,2035,elect_td_bld,3.171627,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8124754,Central Asia
China,resid cooling,electricity,electricity,2035,elect_td_bld,2.8998096,China
EU-12,resid cooling,electricity,electricity,2035,elect_td_bld,2.9448302,EU-12
EU-15,resid cooling,electricity,electricity,2035,elect_td_bld,3.1298532,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2035,elect_td_bld,2.8124754,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2035,elect_td_bld,2.9448302,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2035,elect_td_bld,3.1298532,European Free Trade Association
India,resid cooling,electricity,electricity,2035,elect_td_bld,2.7138449,India
Indonesia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8284429,Indonesia
Japan,resid cooling,electricity,electricity,2035,elect_td_bld,3.246764,Japan
Mexico,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Mexico
Middle East,resid cooling,electricity,electricity,2035,elect_td_bld,2.894105,Middle East
Pakistan,resid cooling,electricity,electricity,2035,elect_td_bld,2.8284429,Pakistan
Russia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8124754,Russia
South Africa,resid cooling,electricity,electricity,2035,elect_td_bld,2.6067423,South Africa
South America_Northern,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,South America_Southern
South Asia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8284429,South Asia
South Korea,resid cooling,electricity,electricity,2035,elect_td_bld,3.0912623,South Korea
Southeast Asia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8284429,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2035,elect_td_bld,2.8284429,Taiwan
Argentina,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Argentina
Colombia,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Colombia
Uruguay,resid cooling,electricity,electricity,2035,elect_td_bld,2.8861444,Uruguay
USA,resid cooling,electricity,electricity,2040,elect_td_bld,3.3409885,USA
Africa_Eastern,resid cooling,electricity,electricity,2040,elect_td_bld,2.7238338,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2040,elect_td_bld,2.7238338,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2040,elect_td_bld,2.7238338,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2040,elect_td_bld,2.7238338,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2040,elect_td_bld,3.2584212,Australia_NZ
Brazil,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Brazil
Canada,resid cooling,electricity,electricity,2040,elect_td_bld,3.2724651,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9331074,Central Asia
China,resid cooling,electricity,electricity,2040,elect_td_bld,3.0248187,China
EU-12,resid cooling,electricity,electricity,2040,elect_td_bld,3.0642288,EU-12
EU-15,resid cooling,electricity,electricity,2040,elect_td_bld,3.2309175,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2040,elect_td_bld,2.9331074,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2040,elect_td_bld,3.0642288,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2040,elect_td_bld,3.2309175,European Free Trade Association
India,resid cooling,electricity,electricity,2040,elect_td_bld,2.8455615,India
Indonesia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9526575,Indonesia
Japan,resid cooling,electricity,electricity,2040,elect_td_bld,3.3450925,Japan
Mexico,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Mexico
Middle East,resid cooling,electricity,electricity,2040,elect_td_bld,3.0045478,Middle East
Pakistan,resid cooling,electricity,electricity,2040,elect_td_bld,2.9526575,Pakistan
Russia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9331074,Russia
South Africa,resid cooling,electricity,electricity,2040,elect_td_bld,2.7238338,South Africa
South America_Northern,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,South America_Southern
South Asia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9526575,South Asia
South Korea,resid cooling,electricity,electricity,2040,elect_td_bld,3.1976689,South Korea
Southeast Asia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9526575,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2040,elect_td_bld,2.9526575,Taiwan
Argentina,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Argentina
Colombia,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Colombia
Uruguay,resid cooling,electricity,electricity,2040,elect_td_bld,2.9978288,Uruguay
USA,resid cooling,electricity,electricity,2045,elect_td_bld,3.4424281,USA
Africa_Eastern,resid cooling,electricity,electricity,2045,elect_td_bld,2.8456325,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2045,elect_td_bld,2.8456325,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2045,elect_td_bld,2.8456325,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2045,elect_td_bld,2.8456325,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2045,elect_td_bld,3.3625512,Australia_NZ
Brazil,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Brazil
Canada,resid cooling,electricity,electricity,2045,elect_td_bld,3.3765029,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2045,elect_td_bld,3.0584719,Central Asia
China,resid cooling,electricity,electricity,2045,elect_td_bld,3.1547456,China
EU-12,resid cooling,electricity,electricity,2045,elect_td_bld,3.1881631,EU-12
EU-15,resid cooling,electricity,electricity,2045,elect_td_bld,3.3352335,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2045,elect_td_bld,3.0584719,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2045,elect_td_bld,3.1881631,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2045,elect_td_bld,3.3352335,European Free Trade Association
India,resid cooling,electricity,electricity,2045,elect_td_bld,2.9827747,India
Indonesia,resid cooling,electricity,electricity,2045,elect_td_bld,3.0818076,Indonesia
Japan,resid cooling,electricity,electricity,2045,elect_td_bld,3.4463989,Japan
Mexico,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Mexico
Middle East,resid cooling,electricity,electricity,2045,elect_td_bld,3.1190293,Middle East
Pakistan,resid cooling,electricity,electricity,2045,elect_td_bld,3.0818076,Pakistan
Russia,resid cooling,electricity,electricity,2045,elect_td_bld,3.0584719,Russia
South Africa,resid cooling,electricity,electricity,2045,elect_td_bld,2.8456325,South Africa
South America_Northern,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,South America_Southern
South Asia,resid cooling,electricity,electricity,2045,elect_td_bld,3.0818076,South Asia
South Korea,resid cooling,electricity,electricity,2045,elect_td_bld,3.3076874,South Korea
Southeast Asia,resid cooling,electricity,electricity,2045,elect_td_bld,3.0818076,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2045,elect_td_bld,3.0818076,Taiwan
Argentina,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Argentina
Colombia,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Colombia
Uruguay,resid cooling,electricity,electricity,2045,elect_td_bld,3.1136346,Uruguay
USA,resid cooling,electricity,electricity,2050,elect_td_bld,3.5469477,USA
Africa_Eastern,resid cooling,electricity,electricity,2050,elect_td_bld,2.9723164,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2050,elect_td_bld,2.9723164,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2050,elect_td_bld,2.9723164,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2050,elect_td_bld,2.9723164,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2050,elect_td_bld,3.4700007,Australia_NZ
Brazil,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Brazil
Canada,resid cooling,electricity,electricity,2050,elect_td_bld,3.4838414,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2050,elect_td_bld,3.1887451000000002,Central Asia
China,resid cooling,electricity,electricity,2050,elect_td_bld,3.2897739,China
EU-12,resid cooling,electricity,electricity,2050,elect_td_bld,3.3167984,EU-12
EU-15,resid cooling,electricity,electricity,2050,elect_td_bld,3.4429055,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2050,elect_td_bld,3.1887451000000002,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2050,elect_td_bld,3.3167984,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2050,elect_td_bld,3.4429055,European Free Trade Association
India,resid cooling,electricity,electricity,2050,elect_td_bld,3.1256969,India
Indonesia,resid cooling,electricity,electricity,2050,elect_td_bld,3.2160783,Indonesia
Japan,resid cooling,electricity,electricity,2050,elect_td_bld,3.5507733,Japan
Mexico,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Mexico
Middle East,resid cooling,electricity,electricity,2050,elect_td_bld,3.2376927,Middle East
Pakistan,resid cooling,electricity,electricity,2050,elect_td_bld,3.2160783,Pakistan
Russia,resid cooling,electricity,electricity,2050,elect_td_bld,3.1887451000000002,Russia
South Africa,resid cooling,electricity,electricity,2050,elect_td_bld,2.9723164,South Africa
South America_Northern,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,South America_Southern
South Asia,resid cooling,electricity,electricity,2050,elect_td_bld,3.2160783,South Asia
South Korea,resid cooling,electricity,electricity,2050,elect_td_bld,3.4214389,South Korea
Southeast Asia,resid cooling,electricity,electricity,2050,elect_td_bld,3.2160783,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2050,elect_td_bld,3.2160783,Taiwan
Argentina,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Argentina
Colombia,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Colombia
Uruguay,resid cooling,electricity,electricity,2050,elect_td_bld,3.233709,Uruguay
USA,resid cooling,electricity,electricity,2055,elect_td_bld,3.6546407,USA
Africa_Eastern,resid cooling,electricity,electricity,2055,elect_td_bld,3.1090958,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2055,elect_td_bld,3.1090958,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2055,elect_td_bld,3.1090958,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2055,elect_td_bld,3.1090958,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2055,elect_td_bld,3.5805698,Australia_NZ
Brazil,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Brazil
Canada,resid cooling,electricity,electricity,2055,elect_td_bld,3.5943789,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3191895,Central Asia
China,resid cooling,electricity,electricity,2055,elect_td_bld,3.4186254,China
EU-12,resid cooling,electricity,electricity,2055,elect_td_bld,3.4432474,EU-12
EU-15,resid cooling,electricity,electricity,2055,elect_td_bld,3.5545594,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2055,elect_td_bld,3.3191895,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2055,elect_td_bld,3.4432474,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2055,elect_td_bld,3.5545594,European Free Trade Association
India,resid cooling,electricity,electricity,2055,elect_td_bld,3.2647101,India
Indonesia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3500099,Indonesia
Japan,resid cooling,electricity,electricity,2055,elect_td_bld,3.6590193,Japan
Mexico,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Mexico
Middle East,resid cooling,electricity,electricity,2055,elect_td_bld,3.3585789,Middle East
Pakistan,resid cooling,electricity,electricity,2055,elect_td_bld,3.3500099,Pakistan
Russia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3191895,Russia
South Africa,resid cooling,electricity,electricity,2055,elect_td_bld,3.1090958,South Africa
South America_Northern,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,South America_Southern
South Asia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3500099,South Asia
South Korea,resid cooling,electricity,electricity,2055,elect_td_bld,3.5372852,South Korea
Southeast Asia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3500099,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2055,elect_td_bld,3.3500099,Taiwan
Argentina,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Argentina
Colombia,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Colombia
Uruguay,resid cooling,electricity,electricity,2055,elect_td_bld,3.3590922,Uruguay
USA,resid cooling,electricity,electricity,2060,elect_td_bld,3.7656035,USA
Africa_Eastern,resid cooling,electricity,electricity,2060,elect_td_bld,3.2514409,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2060,elect_td_bld,3.2514409,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2060,elect_td_bld,3.2514409,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2060,elect_td_bld,3.2514409,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2060,elect_td_bld,3.6946542,Australia_NZ
Brazil,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Brazil
Canada,resid cooling,electricity,electricity,2060,elect_td_bld,3.708417,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4546155,Central Asia
China,resid cooling,electricity,electricity,2060,elect_td_bld,3.5522687,China
EU-12,resid cooling,electricity,electricity,2060,elect_td_bld,3.5743173,EU-12
EU-15,resid cooling,electricity,electricity,2060,elect_td_bld,3.6698195,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2060,elect_td_bld,3.4546155,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2060,elect_td_bld,3.5743173,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2060,elect_td_bld,3.6698195,European Free Trade Association
India,resid cooling,electricity,electricity,2060,elect_td_bld,3.4092833,India
Indonesia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891096,Indonesia
Japan,resid cooling,electricity,electricity,2060,elect_td_bld,3.7705651,Japan
Mexico,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Mexico
Middle East,resid cooling,electricity,electricity,2060,elect_td_bld,3.4838211,Middle East
Pakistan,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891096,Pakistan
Russia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4546155,Russia
South Africa,resid cooling,electricity,electricity,2060,elect_td_bld,3.2514409,South Africa
South America_Northern,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,South America_Southern
South Asia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891096,South Asia
South Korea,resid cooling,electricity,electricity,2060,elect_td_bld,3.6570121,South Korea
Southeast Asia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891096,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891096,Taiwan
Argentina,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Argentina
Colombia,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Colombia
Uruguay,resid cooling,electricity,electricity,2060,elect_td_bld,3.4891082,Uruguay
USA,resid cooling,electricity,electricity,2065,elect_td_bld,3.8799354,USA
Africa_Eastern,resid cooling,electricity,electricity,2065,elect_td_bld,3.3995637,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2065,elect_td_bld,3.3995637,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2065,elect_td_bld,3.3995637,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2065,elect_td_bld,3.3995637,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2065,elect_td_bld,3.8123655,Australia_NZ
Brazil,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Brazil
Canada,resid cooling,electricity,electricity,2065,elect_td_bld,3.8260664,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2065,elect_td_bld,3.5952053,Central Asia
China,resid cooling,electricity,electricity,2065,elect_td_bld,3.6908759,China
EU-12,resid cooling,electricity,electricity,2065,elect_td_bld,3.7101721,EU-12
EU-15,resid cooling,electricity,electricity,2065,elect_td_bld,3.788802,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2065,elect_td_bld,3.5952053,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2065,elect_td_bld,3.7101721,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2065,elect_td_bld,3.788802,European Free Trade Association
India,resid cooling,electricity,electricity,2065,elect_td_bld,3.559626,India
Indonesia,resid cooling,electricity,electricity,2065,elect_td_bld,3.6335679,Indonesia
Japan,resid cooling,electricity,electricity,2065,elect_td_bld,3.8855113,Japan
Mexico,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Mexico
Middle East,resid cooling,electricity,electricity,2065,elect_td_bld,3.6135725,Middle East
Pakistan,resid cooling,electricity,electricity,2065,elect_td_bld,3.6335679,Pakistan
Russia,resid cooling,electricity,electricity,2065,elect_td_bld,3.5952053,Russia
South Africa,resid cooling,electricity,electricity,2065,elect_td_bld,3.3995637,South Africa
South America_Northern,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,South America_Southern
South Asia,resid cooling,electricity,electricity,2065,elect_td_bld,3.6335679,South Asia
South Korea,resid cooling,electricity,electricity,2065,elect_td_bld,3.7807485,South Korea
Southeast Asia,resid cooling,electricity,electricity,2065,elect_td_bld,3.6335679,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2065,elect_td_bld,3.6335679,Taiwan
Argentina,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Argentina
Colombia,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Colombia
Uruguay,resid cooling,electricity,electricity,2065,elect_td_bld,3.6239228,Uruguay
USA,resid cooling,electricity,electricity,2070,elect_td_bld,3.9977386,USA
Africa_Eastern,resid cooling,electricity,electricity,2070,elect_td_bld,3.5521225,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2070,elect_td_bld,3.5521225,Africa_Northern
Africa_Southern,resid cooling,electricity,electricity,2070,elect_td_bld,3.5521225,Africa_Southern
Africa_Western,resid cooling,electricity,electricity,2070,elect_td_bld,3.5521225,Africa_Western
Australia_NZ,resid cooling,electricity,electricity,2070,elect_td_bld,3.9326331,Australia_NZ
Brazil,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Brazil
Canada,resid cooling,electricity,electricity,2070,elect_td_bld,3.9465484,Canada
Central America and Caribbean,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Central America and Caribbean
Central Asia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7353281,Central Asia
China,resid cooling,electricity,electricity,2070,elect_td_bld,3.8279492,China
EU-12,resid cooling,electricity,electricity,2070,elect_td_bld,3.8454311,EU-12
EU-15,resid cooling,electricity,electricity,2070,elect_td_bld,3.9115069,EU-15
Europe_Eastern,resid cooling,electricity,electricity,2070,elect_td_bld,3.7353281,Europe_Eastern
Europe_Non_EU,resid cooling,electricity,electricity,2070,elect_td_bld,3.8454311,Europe_Non_EU
European Free Trade Association,resid cooling,electricity,electricity,2070,elect_td_bld,3.9115069,European Free Trade Association
India,resid cooling,electricity,electricity,2070,elect_td_bld,3.7052068,India
Indonesia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7739727,Indonesia
Japan,resid cooling,electricity,electricity,2070,elect_td_bld,4.0027334,Japan
Mexico,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Mexico
Middle East,resid cooling,electricity,electricity,2070,elect_td_bld,3.7480621,Middle East
Pakistan,resid cooling,electricity,electricity,2070,elect_td_bld,3.7739727,Pakistan
Russia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7353281,Russia
South Africa,resid cooling,electricity,electricity,2070,elect_td_bld,3.5521225,South Africa
South America_Northern,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,South America_Northern
South America_Southern,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,South America_Southern
South Asia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7739727,South Asia
South Korea,resid cooling,electricity,electricity,2070,elect_td_bld,3.9060883,South Korea
Southeast Asia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7739727,Southeast Asia
Taiwan,resid cooling,electricity,electricity,2070,elect_td_bld,3.7739727,Taiwan
Argentina,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Argentina
Colombia,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Colombia
Uruguay,resid cooling,electricity,electricity,2070,elect_td_bld,3.7637391,Uruguay
USA,resid cooling,electricity,electricity,2075,elect_td_bld,4.1191187,USA
Africa_Eastern,resid cooling,electricity,electricity,2075,elect_td_bld,3.7108113,Africa_Eastern
Africa_Northern,resid cooling,electricity,electricity,2075,elect_td_bld,3.7108113,Africa_Northern
